id	choice1	choice2	choice3	choice4	choice5	chosen	win
a76a1818-15ca-472f-951d-417abf7b11ca	1sure	2sure	3risky	4risky	5risky	1	42
45adf7ff-16da-4dd8-b729-d87caadcce74	1sure	2sure	3risky	4risky	5risky	5	0
0f6201b0-c7be-4f38-8692-e03c22d4c355	1sure	2sure	3sure	4risky	5risky	3	46
f00a7d5a-4a91-43b0-b346-5688f9fb183e	1sure	2sure	3sure	4risky	5risky	5	100
206fcd1b-3d41-484e-bfa4-f4860d0af17c	1sure	2sure	3sure	4risky	5risky	3	46
33c42a19-2468-4571-9643-e2e949dcfb03	1sure	2sure	3risky	4risky	5risky	5	100
bfb1afcf-3cea-48c3-b2d4-6dda3d196139	1risky	2risky	3risky	4risky	5sure	3	0
cf84a21f-a4f5-46cb-806f-28d3262e1212	1sure	2sure	3risky	4risky	5risky	5	100
942d5da4-3953-4205-b9c1-c38834a3447f	1sure	2sure	3sure	4risky	5risky	3	46
070618b0-d27a-4e6a-9c07-12f05045b32b	1sure	2sure	3risky	4risky	5risky	1	42
2a6b33fc-a523-46bb-9d72-b1596c7440e9	1sure	2sure	3sure	4risky	5risky	1	42
63b75d5e-6db0-4c27-aa48-20054305832f	1sure	2sure	3sure	4sure	5sure	1	42
ab05714e-6fa8-4dd5-a958-5eaa4cbd37c9	1sure	2sure	3sure	4sure	5risky	4	48
4f079d2e-dc3f-4ecf-a42b-883f2bb5bbe8	1sure	2sure	3sure	4sure	5sure	2	44
3923b56b-355c-45e5-80dc-618034565eba	1sure	2sure	3sure	4sure	5risky	5	0
ca89db4e-2865-4c1a-9ab8-a7605cd78afe	1sure	2sure	3sure	4sure	5sure	2	44
13aeea8a-4dee-4349-ba28-75c95303ea67	1sure	2sure	3sure	4risky	5risky	1	42
8c90568d-e530-40a0-a682-d77dd2486b86	1sure	2sure	3risky	4risky	5risky	1	42
df95d264-11b2-4926-ae6e-4c4de72abfb1	1sure	2sure	3risky	4risky	5risky	3	0
044c245e-3c2b-4500-812a-dcb158886151	1sure	2sure	3sure	4risky	5risky	1	42
3d422a8f-8cae-4296-b18e-a24f0a23ceeb	1risky	2risky	3risky	4risky	5risky	3	100
6c26c495-32a8-49ef-8fb1-9277263c4b07	1risky	2risky	3risky	4risky	5risky	2	0
b0abad0c-b79c-42f4-a416-1050b4c6a9cc	1sure	2sure	3sure	4sure	5sure	2	44
232d1219-4b4d-4f8d-91cf-3fc22818cc0f	1sure	2sure	3risky	4risky	5risky	2	44
3b908ca9-a227-498c-b8a4-396e4be60eea	1risky	2risky	3risky	4sure	5sure	1	100
70a697f3-c43b-4ee4-9c78-0d1ff6249fa2	1sure	2sure	3risky	4risky	5risky	3	0
d1479f05-3584-4280-bd01-bc8d26494062	1sure	2sure	3risky	4risky	5risky	4	100
03adb52b-57a9-44bb-8712-7442527c16fa	1sure	2sure	3sure	4sure	5risky	3	46
24a52691-1026-4528-8d2d-91478904b106	1sure	2sure	3sure	4sure	5risky	3	46
c32f110d-cbb8-4d7f-84ea-6a8548d1273a	1sure	2sure	3risky	4risky	5risky	5	100
8c68285a-50b5-4645-aeed-cb97e9f2237a	1sure	2sure	3sure	4sure	5sure	1	42
0bc4cd6d-12be-4376-b334-a7cf680faf96	1risky	2risky	3sure	4sure	5sure	4	48
5035faf5-2608-4958-b590-ecdbe8d44ef7	1sure	2sure	3risky	4risky	5risky	2	44
8e849d40-e722-423a-99e9-c2366099b88f	1sure	2sure	3sure	4risky	5risky	4	0
9b1e68a7-778b-4110-b9b2-f8776c1104d7	1sure	2sure	3sure	4sure	5sure	2	44
662e6099-b95f-4e0c-b10e-012ea53163dc	1sure	2sure	3sure	4risky	5risky	3	46
652a5e59-9989-4716-8d1b-cf1d9a5caa90	1sure	2sure	3risky	4risky	5risky	2	44
8d4485e3-0f8e-4a5f-bade-21d1ddff0e75	1sure	2sure	3sure	4risky	5risky	1	42
c1485e8a-ed14-4897-81c1-44ac1914374d	1sure	2sure	3sure	4sure	5sure	2	44
ea365618-2e9d-4502-91d0-ae1dfa13cac9	1sure	2sure	3risky	4sure	5risky	3	100
760d0ee7-fe14-4ec5-a5ee-618c71cf0f0e	1sure	2sure	3sure	4risky	5risky	4	100
e427c99a-04c3-41c7-abdc-a58b3361c0c8	1sure	2sure	3sure	4risky	5risky	3	46
ee491604-de3f-4558-b6f0-7b9656c6b1f0	1sure	2sure	3sure	4risky	5risky	1	42
75fef9cd-1d05-409d-8f87-b671a400b47c	1risky	2risky	3risky	4risky	5risky	1	0
208330e3-b5ae-431b-929e-d52480ff18df	1sure	2sure	3sure	4sure	5risky	3	46
be453d54-2c98-43a8-87c3-78ae0a3567ad	1sure	2sure	3sure	4sure	5sure	1	42
a94e2f34-742e-488b-8cd3-3b4a243d6d9c	1sure	2sure	3risky	4risky	5risky	1	42
b4f6ded4-0590-4a8b-a1f0-d48c2f48979f	1sure	2sure	3sure	4risky	5risky	3	46
390bfd37-019d-4e8c-b258-897b5cbe51df	1sure	2sure	3risky	4risky	5risky	4	0
714bb13d-f837-4f98-baa7-9d876864a332	1sure	2sure	3risky	4risky	5risky	1	42
7e731de7-2c42-4c0b-a1ad-b6b93e9e0fea	1sure	2sure	3risky	4risky	5risky	2	44
8ea93e71-5ede-4024-9175-4a894b020e28	1sure	2sure	3sure	4sure	5sure	5	50
2844ea0f-b71d-408a-9ad3-3edc5c3b09ea	1sure	2sure	3sure	4risky	5risky	2	44
4650b7de-f290-4892-a60e-7626073c3308	1sure	2sure	3sure	4sure	5risky	2	44
1d4ea717-f171-4a80-a5f7-8f9dc0a154ea	1sure	2risky	3risky	4risky	5sure	5	50
8394d36d-9437-43ec-9a1d-b5ac4af58be8	1sure	2sure	3risky	4risky	5risky	3	100
31c6efb9-54e9-42c5-a269-4434a72186bb	1sure	2sure	3sure	4sure	5risky	2	44
e98fee7f-9eb5-4973-bb00-db033913b1a6	1sure	2sure	3sure	4sure	5risky	1	42
9d63b72a-4763-4b4b-bcc9-e60167268a21	1sure	2sure	3risky	4risky	5risky	3	0
3167b4f3-a695-40a4-8f74-d79d65aa6fb1	1risky	2risky	3risky	4risky	5sure	5	50
e2904358-b63d-4a4a-ad8e-d33919b82a82	1sure	2sure	3risky	4risky	5risky	3	0
6b30beee-edb1-4a4e-b152-c32064bc9a6a	1sure	2sure	3sure	4risky	5sure	3	46
2c021bfb-43da-43ec-85cc-6d9342ccddba	1sure	2sure	3risky	4risky	5risky	4	100
73e7a83f-96f5-4953-8705-c3da0586d488	1sure	2sure	3sure	4sure	5risky	4	48
1f163b36-b92a-4df7-ad3f-365b1d051fa8	1sure	2sure	3sure	4risky	5risky	2	44
81a9c057-2215-459d-9545-d1752e159810	1sure	2sure	3sure	4sure	5sure	3	46
27d21511-1c9d-4779-832d-46a4e236ac1f	1sure	2sure	3sure	4risky	5risky	1	42
26ff048c-0a71-4689-a932-e54fc6dabf0d	1sure	2sure	3risky	4risky	5risky	1	42
317837c1-fe44-44c6-a0ed-c2a7bdfb7200	1sure	2sure	3sure	4risky	5risky	2	44
507d7dcb-83c8-4204-8257-caa77d528adb	1sure	2sure	3risky	4risky	5risky	4	100
58178403-889e-4c37-9cbd-91fcfc7bd89d	1risky	2sure	3risky	4risky	5sure	1	0
99d6c9d3-da92-4bba-a164-629e5d745a9b	1sure	2sure	3sure	4sure	5sure	5	50
c2257220-4033-4a14-b73e-5256b139ec91	1risky	2risky	3sure	4risky	5sure	4	0
250ff395-e080-4d26-8fb6-b3bc3bd2708a	1sure	2sure	3risky	4risky	5risky	4	0
0c3e9e8d-6037-4dcb-b88c-8ddb035f3314	1sure	2sure	3sure	4risky	5risky	4	100
7bc7bd8e-368d-4ab9-b0bc-2c813fd8d0e5	1sure	2sure	3sure	4risky	5risky	3	46
87e36b4c-22ce-4bc6-94dd-259adeb57d8c	1sure	2sure	3sure	4risky	5risky	4	100
1d0a1eca-6706-41a3-ad41-4ca62c2a2fbe	1sure	2sure	3sure	4sure	5risky	1	42
bb36eca7-25cd-49fc-93b0-897ae7dc161f	1sure	2sure	3sure	4risky	5risky	5	100
f23cdd73-f10c-465b-ae18-b84ffec55778	1sure	2sure	3sure	4risky	5risky	5	0
32d69393-d921-4dca-908f-d5827013254c	1sure	2sure	3sure	4risky	5risky	4	100
abf1a151-a18e-493d-9915-2c2a28ea2e6a	1sure	2sure	3sure	4sure	5risky	4	48
783b836f-3c96-46d6-82d6-e67534729a95	1sure	2sure	3risky	4sure	5risky	5	100
d09c5fb1-ba1f-4470-9a69-05ffe1a68739	1sure	2sure	3sure	4sure	5risky	5	100
86c68f33-e319-49cd-9648-37f05cb8aa95	1sure	2sure	3sure	4risky	5risky	2	44
611fb718-f88a-4052-be7d-2c6ff4f78261	1risky	2risky	3sure	4risky	5sure	1	0
c490a168-5194-4f1b-b5a5-d26c5a1dfcde	1sure	2sure	3sure	4risky	5risky	3	46
9c5ede66-6b4c-45b4-a777-6b9cf1c3915f	1risky	2risky	3sure	4sure	5risky	3	46
2ce208d1-37ca-43de-bb09-c29693e20dc6	1sure	2sure	3sure	4risky	5risky	3	46
c13c6a91-330d-4b3f-8c70-ce17db3bb495	1sure	2risky	3risky	4risky	5risky	5	100
bfca2c79-33e1-4e57-8cf4-6af09062c27d	1sure	2sure	3risky	4risky	5risky	2	44
13109639-fd6e-44ca-b8f9-306577bca108	1sure	2sure	3sure	4risky	5risky	5	100
b23bc427-b5c7-484d-9ab2-fc25b4cf03a4	1sure	2sure	3risky	4risky	5risky	1	42
377bdd84-f37c-4fd1-923c-0697171dcaa7	1sure	2sure	3sure	4sure	5risky	3	46
d036d231-a793-41a0-85de-d9e1c6af5bc5	1sure	2sure	3sure	4sure	5risky	4	48
4778d564-8e77-45c0-82bd-c36279d7e823	1sure	2sure	3risky	4risky	5risky	5	0
c4332201-d7f3-447d-8abb-b95a338cf06c	1sure	2sure	3risky	4risky	5risky	2	44
7c7cda15-9a0e-4f68-a1e3-8e8ade6dd46b	1sure	2sure	3sure	4risky	5risky	3	46
ee85c491-84c0-4acf-a648-4370afe60f0b	1sure	2sure	3sure	4sure	5risky	2	44
6cdffccc-a00d-4320-ab88-64768f8265b1	1sure	2sure	3sure	4risky	5risky	2	44
3ab0a3c7-fc1a-494f-bb2f-cc33551d3997	1sure	2sure	3sure	4risky	5risky	1	42
7445b59f-0228-477d-a765-8f32ca9e9583	1risky	2risky	3risky	4sure	5sure	3	0
0137ac61-d62b-43fc-976a-88ceee3ef81f	1sure	2sure	3risky	4risky	5risky	2	44
f9aa455e-fd3e-4c03-9b71-c0c6654464bf	1sure	2sure	3sure	4sure	5risky	1	42
d8e02e6d-c932-4767-a46c-7e7f836ed6b3	1sure	2sure	3risky	4risky	5risky	2	44
a290aeb5-3cea-4cd4-b776-e1817422ce28	1sure	2sure	3sure	4sure	5risky	2	44
72a0f8df-8a7b-4180-b0d3-6cc3a4606740	1sure	2sure	3sure	4risky	5risky	4	0
7cc8ef05-e907-41b7-9fe6-6675f648e509	1sure	2sure	3risky	4risky	5risky	2	44
2786662f-f2d6-40dd-874a-e64ed55b83f2	1sure	2sure	3risky	4risky	5risky	3	0
6ddf97ac-5ca0-4a33-b599-bff5e220c4c6	1sure	2sure	3risky	4risky	5risky	1	42
94aa3fdf-13c3-46ac-a254-d69674943363	1sure	2sure	3sure	4risky	5risky	4	100
5e8a006b-0b53-4f45-ad0d-565f129d2152	1sure	2sure	3risky	4risky	5risky	1	42
ca16b2c7-150d-4782-ad24-13315339aa78	1sure	2sure	3risky	4risky	5risky	5	0
88274885-b444-4c1b-afae-8cc63dea2f9e	1sure	2sure	3risky	4risky	5risky	2	44
3b38b50c-0921-4ced-9756-db197816a5d0	1sure	2sure	3sure	4sure	5risky	2	44
91295260-5131-4d8b-8f74-152ff7fe2528	1sure	2sure	3sure	4risky	5risky	1	42
f053d2a8-b6bc-41b8-8772-26a7625f710a	1sure	2sure	3risky	4risky	5risky	2	44
299fde4b-ee66-49d2-81e8-7b4364d25601	1sure	2sure	3sure	4risky	5risky	5	100
750c9670-27f9-4f4b-bb83-4429cce8965d	1sure	2sure	3sure	4sure	5risky	1	42
4bddae6a-e45f-46b0-a628-279193afc779	1sure	2sure	3risky	4risky	5risky	2	44
b3713a45-8d27-4db0-9ec6-e4a1cf87daf6	1sure	2sure	3sure	4risky	5risky	3	46
616c38a1-a90d-4a70-a18c-6f6b32dd283f	1sure	2sure	3sure	4risky	5risky	4	100
c687eb13-cd83-4967-b410-5988f3edfea8	1sure	2risky	3sure	4risky	5sure	4	100
e24f9ce2-df0c-440e-96ce-affd02ed19a4	1sure	2sure	3sure	4sure	5risky	5	100
e61b625e-b8e8-4132-b717-33dcaa1c2843	1sure	2sure	3risky	4risky	5risky	2	44
2b1ce0db-dae4-440d-9f8a-7ecf55704568	1sure	2sure	3sure	4risky	5risky	4	100
92d376f0-dabc-4089-845d-8c884aee38f7	1sure	2sure	3sure	4risky	5risky	2	44
d07203ac-f8db-432d-9bda-729816f48820	1sure	2sure	3sure	4sure	5sure	4	48
4bce0d7d-fb8e-49e5-b413-ca751fe65c18	1sure	2sure	3risky	4risky	5risky	4	0
a37aeb8c-1f90-4de4-b0d7-df72a38a6e47	1sure	2sure	3risky	4risky	5risky	5	0
d62b4d96-0b89-413d-8b32-63e90c606cd2	1sure	2sure	3risky	4risky	5risky	4	100
20ab29f8-fc7f-49af-b647-12503e363595	1sure	2sure	3sure	4sure	5risky	1	42
