id	item	answer
017a3395-1ef4-4161-b27c-626031e21672	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	1
017a3395-1ef4-4161-b27c-626031e21672	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
017a3395-1ef4-4161-b27c-626031e21672	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Sdílím své vìci se svými pøáteli.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Snažím se pomáhat ostatním.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
720ea58a-e033-4609-a88c-3d4a54acbb1e	Soucítím s lidmi v nouzi.	2
720ea58a-e033-4609-a88c-3d4a54acbb1e	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
720ea58a-e033-4609-a88c-3d4a54acbb1e	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Intenzivnì prožívám, co cítí druzí.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Ochotnì nabízím své znalosti a dovednosti druhým.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Snažím se utìšit ty, kteøí jsou smutní.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Ochotnì pùjèuji peníze nebo jiné vìci.	2
720ea58a-e033-4609-a88c-3d4a54acbb1e	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
720ea58a-e033-4609-a88c-3d4a54acbb1e	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Trávím èas s pøáteli, kteøí se cítí osamìle.	5
720ea58a-e033-4609-a88c-3d4a54acbb1e	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Sdílím své vìci se svými pøáteli.	3
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Snažím se pomáhat ostatním.	3
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Soucítím s lidmi v nouzi.	4
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	1
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Intenzivnì prožívám, co cítí druzí.	5
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Ochotnì nabízím své znalosti a dovednosti druhým.	4
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Snažím se utìšit ty, kteøí jsou smutní.	5
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Ochotnì pùjèuji peníze nebo jiné vìci.	4
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
d9733090-59a5-4901-a58d-9b45a8ffbdfa	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
9b862289-c3dd-4e56-8ed2-c48a85353162	Sdílím své vìci se svými pøáteli.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Snažím se pomáhat ostatním.	5
9b862289-c3dd-4e56-8ed2-c48a85353162	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
9b862289-c3dd-4e56-8ed2-c48a85353162	Soucítím s lidmi v nouzi.	3
9b862289-c3dd-4e56-8ed2-c48a85353162	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
9b862289-c3dd-4e56-8ed2-c48a85353162	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Intenzivnì prožívám, co cítí druzí.	3
9b862289-c3dd-4e56-8ed2-c48a85353162	Ochotnì nabízím své znalosti a dovednosti druhým.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Snažím se utìšit ty, kteøí jsou smutní.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Ochotnì pùjèuji peníze nebo jiné vìci.	3
9b862289-c3dd-4e56-8ed2-c48a85353162	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	3
9b862289-c3dd-4e56-8ed2-c48a85353162	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
9b862289-c3dd-4e56-8ed2-c48a85353162	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
9b862289-c3dd-4e56-8ed2-c48a85353162	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Sdílím své vìci se svými pøáteli.	3
de8213e8-126d-43f4-84ba-5e1365c75f92	Snažím se pomáhat ostatním.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
de8213e8-126d-43f4-84ba-5e1365c75f92	Soucítím s lidmi v nouzi.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
de8213e8-126d-43f4-84ba-5e1365c75f92	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Intenzivnì prožívám, co cítí druzí.	2
de8213e8-126d-43f4-84ba-5e1365c75f92	Ochotnì nabízím své znalosti a dovednosti druhým.	5
de8213e8-126d-43f4-84ba-5e1365c75f92	Snažím se utìšit ty, kteøí jsou smutní.	3
de8213e8-126d-43f4-84ba-5e1365c75f92	Ochotnì pùjèuji peníze nebo jiné vìci.	1
de8213e8-126d-43f4-84ba-5e1365c75f92	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	1
de8213e8-126d-43f4-84ba-5e1365c75f92	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	1
de8213e8-126d-43f4-84ba-5e1365c75f92	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
de8213e8-126d-43f4-84ba-5e1365c75f92	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
de8213e8-126d-43f4-84ba-5e1365c75f92	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
eeadc02f-5ae8-4574-9ca4-600e597f7305	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Sdílím své vìci se svými pøáteli.	4
eeadc02f-5ae8-4574-9ca4-600e597f7305	Snažím se pomáhat ostatním.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
eeadc02f-5ae8-4574-9ca4-600e597f7305	Soucítím s lidmi v nouzi.	3
eeadc02f-5ae8-4574-9ca4-600e597f7305	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
eeadc02f-5ae8-4574-9ca4-600e597f7305	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
eeadc02f-5ae8-4574-9ca4-600e597f7305	Intenzivnì prožívám, co cítí druzí.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Ochotnì nabízím své znalosti a dovednosti druhým.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Snažím se utìšit ty, kteøí jsou smutní.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Ochotnì pùjèuji peníze nebo jiné vìci.	1
eeadc02f-5ae8-4574-9ca4-600e597f7305	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
eeadc02f-5ae8-4574-9ca4-600e597f7305	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	1
eeadc02f-5ae8-4574-9ca4-600e597f7305	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
eeadc02f-5ae8-4574-9ca4-600e597f7305	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
eeadc02f-5ae8-4574-9ca4-600e597f7305	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
fcae8279-e541-4202-8775-5766f259d2f9	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
fcae8279-e541-4202-8775-5766f259d2f9	Sdílím své vìci se svými pøáteli.	5
fcae8279-e541-4202-8775-5766f259d2f9	Snažím se pomáhat ostatním.	5
fcae8279-e541-4202-8775-5766f259d2f9	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	4
fcae8279-e541-4202-8775-5766f259d2f9	Soucítím s lidmi v nouzi.	5
fcae8279-e541-4202-8775-5766f259d2f9	Když je nìkdo v nouzi, okamžitì mu pomohu.	5
fcae8279-e541-4202-8775-5766f259d2f9	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	5
fcae8279-e541-4202-8775-5766f259d2f9	Intenzivnì prožívám, co cítí druzí.	5
fcae8279-e541-4202-8775-5766f259d2f9	Ochotnì nabízím své znalosti a dovednosti druhým.	5
fcae8279-e541-4202-8775-5766f259d2f9	Snažím se utìšit ty, kteøí jsou smutní.	5
fcae8279-e541-4202-8775-5766f259d2f9	Ochotnì pùjèuji peníze nebo jiné vìci.	4
fcae8279-e541-4202-8775-5766f259d2f9	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
fcae8279-e541-4202-8775-5766f259d2f9	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	5
fcae8279-e541-4202-8775-5766f259d2f9	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
fcae8279-e541-4202-8775-5766f259d2f9	Trávím èas s pøáteli, kteøí se cítí osamìle.	5
fcae8279-e541-4202-8775-5766f259d2f9	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
e25ae80f-522f-4064-b6b4-db2928837997	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
e25ae80f-522f-4064-b6b4-db2928837997	Sdílím své vìci se svými pøáteli.	4
e25ae80f-522f-4064-b6b4-db2928837997	Snažím se pomáhat ostatním.	4
e25ae80f-522f-4064-b6b4-db2928837997	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	1
e25ae80f-522f-4064-b6b4-db2928837997	Soucítím s lidmi v nouzi.	3
e25ae80f-522f-4064-b6b4-db2928837997	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
e25ae80f-522f-4064-b6b4-db2928837997	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
e25ae80f-522f-4064-b6b4-db2928837997	Intenzivnì prožívám, co cítí druzí.	2
e25ae80f-522f-4064-b6b4-db2928837997	Ochotnì nabízím své znalosti a dovednosti druhým.	4
e25ae80f-522f-4064-b6b4-db2928837997	Snažím se utìšit ty, kteøí jsou smutní.	2
e25ae80f-522f-4064-b6b4-db2928837997	Ochotnì pùjèuji peníze nebo jiné vìci.	4
e25ae80f-522f-4064-b6b4-db2928837997	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	2
e25ae80f-522f-4064-b6b4-db2928837997	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
e25ae80f-522f-4064-b6b4-db2928837997	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
e25ae80f-522f-4064-b6b4-db2928837997	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
e25ae80f-522f-4064-b6b4-db2928837997	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	1
33961394-e0c1-438d-9853-8e629e164643	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
33961394-e0c1-438d-9853-8e629e164643	Sdílím své vìci se svými pøáteli.	4
33961394-e0c1-438d-9853-8e629e164643	Snažím se pomáhat ostatním.	4
33961394-e0c1-438d-9853-8e629e164643	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
33961394-e0c1-438d-9853-8e629e164643	Soucítím s lidmi v nouzi.	3
33961394-e0c1-438d-9853-8e629e164643	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
33961394-e0c1-438d-9853-8e629e164643	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
33961394-e0c1-438d-9853-8e629e164643	Intenzivnì prožívám, co cítí druzí.	3
33961394-e0c1-438d-9853-8e629e164643	Ochotnì nabízím své znalosti a dovednosti druhým.	4
33961394-e0c1-438d-9853-8e629e164643	Snažím se utìšit ty, kteøí jsou smutní.	4
33961394-e0c1-438d-9853-8e629e164643	Ochotnì pùjèuji peníze nebo jiné vìci.	4
33961394-e0c1-438d-9853-8e629e164643	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
33961394-e0c1-438d-9853-8e629e164643	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
33961394-e0c1-438d-9853-8e629e164643	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
33961394-e0c1-438d-9853-8e629e164643	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
33961394-e0c1-438d-9853-8e629e164643	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Sdílím své vìci se svými pøáteli.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Snažím se pomáhat ostatním.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Soucítím s lidmi v nouzi.	2
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Intenzivnì prožívám, co cítí druzí.	1
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Ochotnì nabízím své znalosti a dovednosti druhým.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Snažím se utìšit ty, kteøí jsou smutní.	4
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Ochotnì pùjèuji peníze nebo jiné vìci.	3
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	1
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	2
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Trávím èas s pøáteli, kteøí se cítí osamìle.	5
ba3f1f4e-82cb-4330-b306-dcd696a7c11c	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
765fb0b7-602f-4dc4-9835-5bb42063ef05	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
765fb0b7-602f-4dc4-9835-5bb42063ef05	Sdílím své vìci se svými pøáteli.	5
765fb0b7-602f-4dc4-9835-5bb42063ef05	Snažím se pomáhat ostatním.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Soucítím s lidmi v nouzi.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Intenzivnì prožívám, co cítí druzí.	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	Ochotnì nabízím své znalosti a dovednosti druhým.	2
765fb0b7-602f-4dc4-9835-5bb42063ef05	Snažím se utìšit ty, kteøí jsou smutní.	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	Ochotnì pùjèuji peníze nebo jiné vìci.	2
765fb0b7-602f-4dc4-9835-5bb42063ef05	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
765fb0b7-602f-4dc4-9835-5bb42063ef05	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	Trávím èas s pøáteli, kteøí se cítí osamìle.	3
765fb0b7-602f-4dc4-9835-5bb42063ef05	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
e6b58a3d-b076-4751-a129-eb838740960d	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
e6b58a3d-b076-4751-a129-eb838740960d	Sdílím své vìci se svými pøáteli.	4
e6b58a3d-b076-4751-a129-eb838740960d	Snažím se pomáhat ostatním.	4
e6b58a3d-b076-4751-a129-eb838740960d	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
e6b58a3d-b076-4751-a129-eb838740960d	Soucítím s lidmi v nouzi.	4
e6b58a3d-b076-4751-a129-eb838740960d	Když je nìkdo v nouzi, okamžitì mu pomohu.	3
e6b58a3d-b076-4751-a129-eb838740960d	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
e6b58a3d-b076-4751-a129-eb838740960d	Intenzivnì prožívám, co cítí druzí.	2
e6b58a3d-b076-4751-a129-eb838740960d	Ochotnì nabízím své znalosti a dovednosti druhým.	3
e6b58a3d-b076-4751-a129-eb838740960d	Snažím se utìšit ty, kteøí jsou smutní.	4
e6b58a3d-b076-4751-a129-eb838740960d	Ochotnì pùjèuji peníze nebo jiné vìci.	3
e6b58a3d-b076-4751-a129-eb838740960d	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	4
e6b58a3d-b076-4751-a129-eb838740960d	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
e6b58a3d-b076-4751-a129-eb838740960d	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	2
e6b58a3d-b076-4751-a129-eb838740960d	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
e6b58a3d-b076-4751-a129-eb838740960d	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	3
2162396e-43a1-4231-88e2-c59d6d269c96	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Sdílím své vìci se svými pøáteli.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Snažím se pomáhat ostatním.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
2162396e-43a1-4231-88e2-c59d6d269c96	Soucítím s lidmi v nouzi.	4
2162396e-43a1-4231-88e2-c59d6d269c96	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
2162396e-43a1-4231-88e2-c59d6d269c96	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Intenzivnì prožívám, co cítí druzí.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Ochotnì nabízím své znalosti a dovednosti druhým.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Snažím se utìšit ty, kteøí jsou smutní.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Ochotnì pùjèuji peníze nebo jiné vìci.	3
2162396e-43a1-4231-88e2-c59d6d269c96	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
2162396e-43a1-4231-88e2-c59d6d269c96	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	5
2162396e-43a1-4231-88e2-c59d6d269c96	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
2162396e-43a1-4231-88e2-c59d6d269c96	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
46464364-c001-4ccb-9543-a4e809b0451f	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
46464364-c001-4ccb-9543-a4e809b0451f	Sdílím své vìci se svými pøáteli.	4
46464364-c001-4ccb-9543-a4e809b0451f	Snažím se pomáhat ostatním.	4
46464364-c001-4ccb-9543-a4e809b0451f	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	2
46464364-c001-4ccb-9543-a4e809b0451f	Soucítím s lidmi v nouzi.	4
46464364-c001-4ccb-9543-a4e809b0451f	Když je nìkdo v nouzi, okamžitì mu pomohu.	2
46464364-c001-4ccb-9543-a4e809b0451f	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	2
46464364-c001-4ccb-9543-a4e809b0451f	Intenzivnì prožívám, co cítí druzí.	1
46464364-c001-4ccb-9543-a4e809b0451f	Ochotnì nabízím své znalosti a dovednosti druhým.	2
46464364-c001-4ccb-9543-a4e809b0451f	Snažím se utìšit ty, kteøí jsou smutní.	5
46464364-c001-4ccb-9543-a4e809b0451f	Ochotnì pùjèuji peníze nebo jiné vìci.	2
46464364-c001-4ccb-9543-a4e809b0451f	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
46464364-c001-4ccb-9543-a4e809b0451f	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
46464364-c001-4ccb-9543-a4e809b0451f	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
46464364-c001-4ccb-9543-a4e809b0451f	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
46464364-c001-4ccb-9543-a4e809b0451f	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	5
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Sdílím své vìci se svými pøáteli.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Snažím se pomáhat ostatním.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Soucítím s lidmi v nouzi.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Když je nìkdo v nouzi, okamžitì mu pomohu.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Intenzivnì prožívám, co cítí druzí.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Ochotnì nabízím své znalosti a dovednosti druhým.	3
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Snažím se utìšit ty, kteøí jsou smutní.	5
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Ochotnì pùjèuji peníze nebo jiné vìci.	2
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	4
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	3
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Trávím èas s pøáteli, kteøí se cítí osamìle.	2
a1eb0d87-ac5b-4cb7-b46f-fafc2e4e44cb	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
28569618-0718-43b5-bfe5-c7aa8516bfe3	Sdílím své vìci se svými pøáteli.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Snažím se pomáhat ostatním.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Úèastním se dobrovolnických aktivit, abych pomohl/a tìm, co to potøebují.	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	Soucítím s lidmi v nouzi.	5
28569618-0718-43b5-bfe5-c7aa8516bfe3	Když je nìkdo v nouzi, okamžitì mu pomohu.	5
28569618-0718-43b5-bfe5-c7aa8516bfe3	Dìlám vše, co mùžu, abych pomohl/a ostatním nedostat se do problémù.	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	Intenzivnì prožívám, co cítí druzí.	5
28569618-0718-43b5-bfe5-c7aa8516bfe3	Ochotnì nabízím své znalosti a dovednosti druhým.	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	Snažím se utìšit ty, kteøí jsou smutní.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Ochotnì pùjèuji peníze nebo jiné vìci.	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	Snadno se vcítím do kùže tìch, kteøí jsou v nouzi.	5
28569618-0718-43b5-bfe5-c7aa8516bfe3	Snažím se být blízko tìm, kteøí jsou v nouzi, a starat se o nì.	3
28569618-0718-43b5-bfe5-c7aa8516bfe3	Ochotnì sdílím s pøáteli rùzné pøíležitosti, které se mi naskytnou.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Trávím èas s pøáteli, kteøí se cítí osamìle.	4
28569618-0718-43b5-bfe5-c7aa8516bfe3	Hned vycítím, když se moji pøátelé necítí dobøe, i když mi to pøímo neøeknou.	4
b9336393-ad95-418d-b753-0a5bb35cf964	Rád/a pomohu svým pøátelùm/kolegùm s tím, co dìlají.	5
b9336393-ad95-418d-b753-0a5bb35cf964	Sdílím své vìci se svými pøáteli.	5
b9336393-ad95-418d-b753-0a5bb35cf964	Snažím se pomáhat ostatním.	4
