id	bdm_reward	bdm_charity_loss	bdm_charity_loss_others	bdm_others_bids	bdm_others_prediction	bdm_fun	bdm_ease	bdm_reward_influence	bdm_charity_loss_influence	bdm_winner	bdm_overcome_others	auction_reward	auction_charity_loss	auction_charity_loss_others	auction_others_bids	auction_others_prediction	auction_fun	auction_ease	auction_reward_influence	auction_charity_loss_influence	auction_winner	auction_overcome_others
b592a427-b9ab-4b45-aacb-a641480c0890	5	3	1	1	1	1	1	5	3	2	1	5	3	1	4	5	1	1	5	3	1	2
bb82be52-279f-4076-9df5-01082b760687	2	5	5	3	1	4	1	1	5	1	3	2	5	5	3	1	4	1	1	5	1	3
88ff3945-16cb-42bb-b174-f9ea0cbfb011	4	1	1	5	1	1	2	4	2	4	4	5	1	1	5	1	1	2	4	2	5	5
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	2	3	3	2	3	4	2	3	4	2	1	2	4	3	2	2	4	2	2	4	2	1
c1bfe895-fb86-4f48-8740-a188999a1fd2	5	4	4	3	5	2	2	5	4	3	3	5	4	4	5	5	2	2	5	4	3	3
75a0beec-f9d2-443c-80b0-af4da8568b90	4	5	1	3	1	4	4	3	3	2	1	4	3	1	3	1	4	4	4	4	2	1
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	5	1	1	3	1	5	5	5	1	5	5	5	1	1	3	1	5	5	5	1	5	5
dec03a33-8360-4894-9fb0-abc3962b7ca7	3	3	1	4	1	3	1	3	1	1	1	4	3	3	2	1	1	1	3	1	1	1
66684283-bd7d-49e5-8c8f-89112451b7dc	4	5	4	1	1	5	1	4	4	1	1	4	4	4	1	1	5	1	4	4	1	1
a709d825-98db-4dad-89d9-530b2fda8179	5	1	1	1	1	3	2	5	1	3	4	5	1	1	5	1	3	2	4	1	3	4
de7ff20e-5a37-4106-b7f6-2546126a6ddc	5	1	1	5	4	1	2	5	1	3	3	5	1	1	3	4	1	1	5	4	3	3
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	5	1	1	5	1	1	1	5	1	1	1	5	1	1	1	1	1	1	5	1	1	1
948f1404-83f9-467b-bb70-568d99938477	5	1	1	1	1	3	3	5	1	1	1	5	1	1	4	4	3	3	5	1	2	2
57adb9ed-2443-4484-9960-8fa5fcb527b1	5	1	1	4	1	1	1	5	1	1	1	5	1	1	4	1	1	1	5	1	1	1
ebda2c24-a29e-4206-a979-a57a9572a506	4	1	2	5	5	4	5	5	1	5	5	4	1	1	3	4	2	5	5	1	5	5
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	5	4	1	1	5	1	1	5	4	1	1	3	4	4	4	5	1	1	3	3	1	1
9c5f3470-70ed-4818-92e4-5a19f1e717f9	5	3	1	2	1	1	2	4	2	1	1	5	2	2	2	3	1	1	3	3	1	1
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	3	2	2	3	1	4	4	1	3	1	1	1	2	2	2	2	4	4	2	2	1	1
97b3a156-86dc-4340-b916-c41f29180278	4	3	1	4	2	1	2	3	1	3	3	5	3	1	1	1	1	2	3	1	3	3
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	4	1	1	1	1	3	3	4	1	3	2	4	1	1	1	1	3	4	4	1	4	3
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	4	2	1	3	2	3	1	4	1	1	2	4	2	1	5	2	3	1	4	2	1	2
89aa167d-810c-4d65-8e4c-7f6f7791ef44	4	1	1	2	1	3	1	2	1	1	1	5	1	1	5	1	3	1	5	1	3	4
0e8a89ae-2a79-436b-b21e-43a2547a7d27	4	2	1	3	1	5	3	2	1	2	2	4	2	2	4	3	5	3	2	2	3	2
d0e78264-3881-44ca-8488-7fda15c82713	5	1	1	5	2	5	2	2	3	3	3	5	1	1	2	3	5	5	2	3	3	3
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	5	1	1	4	1	5	5	5	1	5	5	5	1	1	4	1	5	5	5	1	5	5
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1
acc95164-0811-423d-b403-423827a1a345	5	1	1	1	1	1	1	4	1	1	1	5	1	1	4	1	1	1	4	1	1	1
783fd298-3100-439f-ba8a-c5a767c3a7a5	4	3	1	3	4	1	1	4	3	2	3	1	1	1	1	1	1	1	1	1	1	1
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	5	1	1	1	1	1	1	5	1	1	1	5	1	1	1	1	1	1	5	1	1	1
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	5	2	1	5	4	2	2	5	2	5	5	5	2	1	5	5	3	1	5	1	5	5
49764889-7df4-4df0-b241-00b5db9d9903	3	3	1	4	1	1	1	3	1	1	1	3	3	1	5	1	1	1	3	1	1	1
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	4	4	1	1	4	2	3	5	5	4	4	4	4	1	5	5	2	2	4	5	4	4
54c557d4-2b91-4e19-b7c5-21b687a55b33	5	5	3	2	3	1	1	4	4	3	3	5	5	3	2	3	1	1	4	4	3	3
52d44276-c3d3-48e4-96be-c969acb99aa3	4	1	1	1	1	2	4	4	1	1	2	4	1	1	5	2	2	2	4	1	1	2
b4b1a3af-bbb1-4ff9-8e00-66f7fb4ab97e	2	3	1	4	4	4	3	1	3	1	1	2	3	1	3	3	4	4	2	2	1	1
7330fa9e-8d96-4560-ab6c-866cc7f534f8	4	2	1	2	1	4	3	5	2	5	5	5	2	1	4	2	4	3	5	2	5	5
f88b4b04-5ade-4cb3-8e5b-7502f1ba72b9	5	3	1	5	4	3	1	5	3	2	2	5	4	1	5	4	1	1	4	2	1	1
23975604-b909-421f-acb5-7309560974d0	5	4	1	3	2	3	2	4	4	2	2	5	4	1	3	2	3	2	4	4	2	2
b122345b-0846-4f22-b82f-39481ab91947	5	1	1	4	3	1	4	4	1	4	4	4	1	1	4	4	1	4	4	1	3	3
1a5c55a3-943e-49ca-8e46-2ce6e9d848d9	4	1	1	3	3	4	4	4	1	4	5	4	1	1	3	3	4	4	4	1	4	4
1e337d64-5f3d-47eb-9e65-13aac81c7a0e	2	1	1	3	1	2	2	2	1	2	1	2	1	1	5	2	2	2	2	1	1	2
44ff236e-3298-4fea-8104-e5fc7c2b724d	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11bf35c0-a551-4ece-ac23-b6ad08d5121b	5	1	1	3	2	1	1	5	1	2	1	5	1	1	3	2	1	1	5	1	2	1
fefdb067-d87c-4cad-94cd-6d4da7130c0c	4	2	1	5	1	3	4	3	1	1	2	3	2	1	1	1	3	4	4	1	1	1
39ac0c64-25cd-4bc5-8543-74bd6a11dcd9	5	1	1	3	1	1	1	4	1	2	1	5	1	1	3	1	1	1	4	1	2	2
bfb2b07d-41be-4b87-a253-37a1f55ee515	4	2	1	4	2	4	5	5	2	3	3	4	2	2	4	2	4	5	4	2	2	3
f83a7e2d-7890-4762-84b4-8264c2be9af4	5	3	3	3	3	2	3	5	3	1	1	5	3	3	3	3	3	3	3	3	1	1
4cf51784-6b6f-4407-9c22-ba3aa866a353	4	2	1	5	1	4	1	4	1	4	4	4	2	1	5	1	4	1	4	1	4	4
e8dca24b-34cb-479c-92b1-8114020fb0cf	4	1	1	4	1	3	1	2	1	1	1	1	1	1	4	1	2	1	2	1	1	1
e541169b-0d0a-43b1-9dc4-f746f655ae16	4	3	1	1	1	1	3	4	2	1	1	4	3	1	1	1	1	3	4	2	1	1
c719e72a-ed6e-4d17-ba12-17d57d7dc9dd	3	1	1	5	3	3	3	4	1	1	1	4	1	1	4	1	3	3	4	1	1	1
43eff86e-fa65-42c6-8ed3-c6b4f2742660	4	2	1	4	3	3	3	4	3	3	4	4	3	1	4	3	4	2	4	2	3	4
8aec5a71-7c50-44f5-bb32-b552f4cbd360	4	1	5	1	1	3	4	5	1	5	1	4	1	3	5	1	3	4	5	1	5	5
a3696634-914d-4f3f-adf5-cf57ead43262	5	1	1	5	3	1	5	5	1	5	1	5	1	1	5	3	1	5	5	1	5	1
3ffd55e3-5221-4073-b107-93d5e432eba1	5	3	1	4	3	2	5	5	3	1	1	5	3	1	4	3	2	5	5	3	1	1
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	5	3	1	1	4	5	5	4	4	3	2	5	3	1	1	4	5	5	4	4	3	2
0f97171f-ca05-4b74-acf0-54b858f5c453	4	2	1	5	1	2	4	5	1	4	4	4	2	1	4	1	2	4	4	2	5	5
575248a7-fa00-4069-9b46-c4f99b56550a	4	2	1	5	1	1	4	4	2	5	5	4	2	1	5	1	1	4	4	1	5	5
2906cf5c-06d7-48d4-bed9-c695f9109b59	5	1	1	2	4	1	4	5	1	2	2	5	1	1	5	5	1	4	5	1	2	2
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	4	1	1	5	4	4	3	5	1	5	5	5	1	1	5	4	4	3	5	3	5	5
45f7f7cd-4539-42b1-b998-16367ea77caf	5	1	1	4	5	5	5	5	1	5	5	5	1	1	5	5	5	5	5	1	5	5
5f018254-7cb9-4af9-ba33-d21b8960ed4c	3	3	1	3	4	5	3	2	3	3	4	4	3	1	5	3	4	3	4	3	3	4
12d220e8-218b-4839-ae63-ad78a4b11fc1	5	1	1	1	1	3	1	1	1	1	1	5	1	1	1	1	3	1	1	1	1	1
437d2533-0345-4db5-b71d-3275f20db1f6	5	1	1	3	5	1	2	5	1	1	1	5	1	1	3	5	1	2	5	1	1	1
52d02c1a-246d-45f2-866a-b942d2800afe	4	5	2	5	3	1	1	3	4	1	1	4	5	3	5	5	1	1	4	4	1	1
1e883ca7-2d4a-4ce0-8656-2f25064add8d	5	5	1	1	1	3	3	4	4	2	1	5	5	2	3	1	3	3	4	4	1	1
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	3	2	1	1	1	2	1	3	2	1	1	4	2	1	4	1	2	1	4	2	1	1
70e2bed8-787b-4a81-8526-09626b74450e	3	1	1	4	3	4	3	3	1	1	1	2	1	1	4	3	2	2	3	1	1	1
eeca097b-845f-443e-9eae-c3653d8919e2	5	1	1	1	1	4	3	5	1	5	5	5	1	1	5	1	5	3	5	1	5	5
991e6832-fb76-4d25-916a-555bbbcdb161	4	1	1	5	2	5	4	4	1	5	5	5	1	1	4	2	5	4	5	1	5	5
530d1a9b-e37d-4b94-8c90-ad9db0fd1aee	4	1	1	5	5	5	5	3	1	3	3	2	1	1	3	3	4	5	5	2	3	3
7e7a3331-0b88-4338-a85a-74232edf757d	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
2c961549-56b9-40a2-882a-2edf5b87fe1a	4	1	1	3	1	1	1	5	1	1	1	5	1	5	3	3	1	1	4	1	1	1
97f52b4c-51a5-421f-ba03-d986d6ca2cd3	3	2	1	4	1	3	1	3	1	3	3	3	2	1	4	3	3	1	3	1	3	3
235c0331-a18d-497c-b9b2-42c3a71fb509	5	5	1	1	1	1	1	4	1	1	1	4	4	1	2	1	1	1	4	1	1	1
1882a4d1-586e-4e68-8a92-003198dd95f8	4	4	1	3	4	2	2	4	3	4	4	4	4	1	5	5	2	2	4	4	5	5
c1855ec4-b8a7-42c1-af2a-4b59dc722ddc	5	1	1	3	1	4	5	5	1	2	2	5	1	1	3	1	4	4	5	1	2	2
4aeaf56a-8ea5-4b88-8125-7c7b8dc7b9cb	5	2	1	4	2	2	2	5	3	1	2	4	4	1	2	1	2	2	5	4	1	1
a04821fb-5418-41a9-b4db-9f6ad6795677	2	3	1	5	3	5	3	2	2	1	1	5	3	1	5	3	3	2	2	1	1	1
3815bdee-2a63-41a4-9818-612823d9ed9e	5	1	1	4	3	1	2	2	1	2	3	2	1	1	5	4	2	2	3	1	2	2
7d7959ac-b66b-4ab3-9c90-93996051b2b6	3	3	1	4	4	2	2	4	2	4	3	3	2	2	4	4	2	2	4	2	4	4
84ddc721-98dd-4656-af94-913484886f79	2	4	3	3	2	3	3	4	4	3	3	3	4	3	3	3	3	3	4	4	3	3
a76a1818-15ca-472f-951d-417abf7b11ca	3	3	1	1	1	5	5	2	4	1	1	3	3	1	4	2	4	3	3	4	1	1
45adf7ff-16da-4dd8-b729-d87caadcce74	5	1	1	4	2	2	2	5	1	2	1	5	1	1	4	2	2	2	5	1	2	1
0f6201b0-c7be-4f38-8692-e03c22d4c355	3	4	3	3	4	5	4	3	3	4	4	3	4	3	3	4	5	4	4	4	4	4
f00a7d5a-4a91-43b0-b346-5688f9fb183e	4	3	1	3	2	1	1	3	1	1	1	3	1	1	4	2	1	1	3	1	1	1
206fcd1b-3d41-484e-bfa4-f4860d0af17c	3	3	3	1	1	5	3	3	3	4	4	3	5	5	5	1	3	3	3	5	4	4
33c42a19-2468-4571-9643-e2e949dcfb03	4	1	1	4	4	3	3	4	1	2	2	4	1	1	3	4	3	3	4	1	3	2
bfb1afcf-3cea-48c3-b2d4-6dda3d196139	5	5	3	4	2	4	5	5	5	5	5	5	5	3	4	2	4	5	5	5	5	5
cf84a21f-a4f5-46cb-806f-28d3262e1212	5	1	1	4	1	1	1	5	1	4	4	5	1	1	4	1	1	1	5	1	4	4
942d5da4-3953-4205-b9c1-c38834a3447f	5	3	1	1	1	1	5	5	5	1	1	5	3	2	3	1	1	5	5	5	1	1
070618b0-d27a-4e6a-9c07-12f05045b32b	4	4	2	3	2	2	3	4	4	3	4	4	4	3	3	4	2	2	4	4	3	4
2a6b33fc-a523-46bb-9d72-b1596c7440e9	5	4	2	3	4	1	1	2	3	1	1	5	5	3	4	4	1	1	4	4	2	1
63b75d5e-6db0-4c27-aa48-20054305832f	4	4	2	4	2	1	3	3	3	2	2	4	4	2	4	2	1	3	3	3	2	2
ab05714e-6fa8-4dd5-a958-5eaa4cbd37c9	4	3	1	1	3	4	4	5	5	3	3	3	2	2	3	3	4	4	4	3	4	3
4f079d2e-dc3f-4ecf-a42b-883f2bb5bbe8	4	3	2	3	3	3	3	4	3	3	2	4	4	3	3	3	3	3	4	4	3	2
3923b56b-355c-45e5-80dc-618034565eba	2	2	1	1	1	4	5	1	2	1	1	2	2	1	1	1	4	5	1	2	1	1
ca89db4e-2865-4c1a-9ab8-a7605cd78afe	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13aeea8a-4dee-4349-ba28-75c95303ea67	4	4	1	5	3	4	3	4	3	2	3	2	3	1	5	4	4	3	3	3	2	3
8c90568d-e530-40a0-a682-d77dd2486b86	5	1	1	1	1	3	3	1	1	1	1	5	1	1	1	1	3	3	1	1	1	1
df95d264-11b2-4926-ae6e-4c4de72abfb1	5	2	1	1	1	2	2	3	2	1	1	5	2	1	4	1	2	2	4	2	1	1
044c245e-3c2b-4500-812a-dcb158886151	5	5	1	1	3	4	1	5	5	2	2	4	4	4	4	4	2	1	4	4	5	4
3d422a8f-8cae-4296-b18e-a24f0a23ceeb	3	1	1	2	2	3	3	4	2	3	4	3	1	1	2	2	3	3	4	2	3	4
6c26c495-32a8-49ef-8fb1-9277263c4b07	5	1	2	5	5	5	5	5	1	5	5	5	1	1	4	4	5	5	5	2	5	5
b0abad0c-b79c-42f4-a416-1050b4c6a9cc	1	1	1	3	2	1	1	4	2	1	1	1	1	1	1	3	1	1	1	1	1	1
232d1219-4b4d-4f8d-91cf-3fc22818cc0f	5	3	2	3	5	3	4	5	3	4	1	5	3	2	1	3	4	4	5	2	4	1
3b908ca9-a227-498c-b8a4-396e4be60eea	1	4	3	2	2	3	1	1	2	1	1	1	4	3	3	4	4	1	1	3	1	1
70a697f3-c43b-4ee4-9c78-0d1ff6249fa2	5	3	1	1	1	3	1	5	3	1	1	5	3	1	5	5	3	1	5	3	1	1
d1479f05-3584-4280-bd01-bc8d26494062	5	4	1	5	4	1	2	5	4	4	3	5	5	1	5	4	1	2	5	4	5	3
03adb52b-57a9-44bb-8712-7442527c16fa	4	1	1	4	2	1	2	5	2	1	1	4	2	1	3	2	1	2	5	2	1	1
24a52691-1026-4528-8d2d-91478904b106	5	2	1	3	4	4	3	5	2	2	2	5	2	2	3	3	4	3	5	2	2	2
c32f110d-cbb8-4d7f-84ea-6a8548d1273a	3	1	1	2	3	1	1	3	1	1	1	3	1	1	4	3	1	1	4	1	1	1
8c68285a-50b5-4645-aeed-cb97e9f2237a	5	2	1	5	2	3	3	4	2	4	3	5	2	1	5	3	4	2	4	2	3	2
0bc4cd6d-12be-4376-b334-a7cf680faf96	2	3	3	1	1	1	3	2	3	1	1	1	2	2	1	1	1	2	2	3	1	1
5035faf5-2608-4958-b590-ecdbe8d44ef7	4	2	1	3	1	3	3	4	1	4	4	4	2	1	3	1	3	3	4	1	4	4
8e849d40-e722-423a-99e9-c2366099b88f	1	1	1	5	1	5	4	5	1	5	5	5	1	1	5	5	5	5	5	1	5	5
9b1e68a7-778b-4110-b9b2-f8776c1104d7	5	5	2	3	5	2	2	2	4	1	1	4	2	2	5	3	2	2	1	2	1	1
662e6099-b95f-4e0c-b10e-012ea53163dc	5	2	1	4	3	5	5	5	2	3	2	5	2	1	4	3	5	5	5	2	3	2
652a5e59-9989-4716-8d1b-cf1d9a5caa90	5	4	1	3	2	1	2	3	3	4	4	5	4	1	3	2	1	2	3	3	4	4
8d4485e3-0f8e-4a5f-bade-21d1ddff0e75	5	1	1	4	3	1	1	3	2	2	2	5	1	1	5	3	1	1	4	1	2	2
c1485e8a-ed14-4897-81c1-44ac1914374d	3	3	3	4	4	3	4	5	4	4	4	4	3	3	4	4	4	4	5	4	5	4
ea365618-2e9d-4502-91d0-ae1dfa13cac9	4	1	1	3	3	3	2	4	1	2	2	4	1	1	4	4	1	1	3	1	1	4
760d0ee7-fe14-4ec5-a5ee-618c71cf0f0e	4	1	1	1	1	4	1	5	1	5	4	5	1	1	5	1	4	1	5	1	5	5
e427c99a-04c3-41c7-abdc-a58b3361c0c8	4	4	1	3	1	3	2	5	4	3	2	5	4	1	3	2	3	3	4	4	3	1
ee491604-de3f-4558-b6f0-7b9656c6b1f0	3	2	2	4	4	5	3	3	2	3	4	4	2	3	3	4	5	2	3	2	5	5
75fef9cd-1d05-409d-8f87-b671a400b47c	4	2	1	1	1	1	3	4	1	1	1	4	2	2	4	4	1	3	4	1	1	1
208330e3-b5ae-431b-929e-d52480ff18df	1	3	3	3	3	2	2	3	3	1	1	1	3	3	3	2	2	2	3	3	1	1
be453d54-2c98-43a8-87c3-78ae0a3567ad	5	2	1	5	1	3	3	4	3	4	4	5	3	3	4	1	3	3	4	3	4	4
a94e2f34-742e-488b-8cd3-3b4a243d6d9c	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
b4f6ded4-0590-4a8b-a1f0-d48c2f48979f	3	5	3	2	3	3	4	3	5	2	1	2	5	4	2	4	3	4	2	3	1	1
390bfd37-019d-4e8c-b258-897b5cbe51df	3	3	1	4	2	4	1	5	1	4	3	5	2	1	3	2	4	1	4	2	4	3
714bb13d-f837-4f98-baa7-9d876864a332	4	2	2	4	4	4	4	5	1	4	4	4	2	2	5	4	4	4	5	2	4	4
7e731de7-2c42-4c0b-a1ad-b6b93e9e0fea	1	3	3	3	1	1	1	1	2	3	2	1	2	2	3	3	1	1	1	1	1	1
8ea93e71-5ede-4024-9175-4a894b020e28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2844ea0f-b71d-408a-9ad3-3edc5c3b09ea	4	1	1	4	2	4	4	4	2	2	2	4	2	4	3	2	4	4	4	2	2	2
4650b7de-f290-4892-a60e-7626073c3308	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1
1d4ea717-f171-4a80-a5f7-8f9dc0a154ea	5	1	1	3	3	3	3	3	5	4	4	5	2	1	4	5	3	2	5	5	4	4
8394d36d-9437-43ec-9a1d-b5ac4af58be8	5	1	1	3	1	3	1	5	1	2	2	5	1	1	5	2	3	1	5	1	4	4
31c6efb9-54e9-42c5-a269-4434a72186bb	4	3	3	3	2	3	3	4	3	4	4	2	3	4	4	3	3	3	4	4	2	3
e98fee7f-9eb5-4973-bb00-db033913b1a6	5	5	2	5	5	3	1	5	2	2	3	5	5	2	4	4	3	1	5	2	2	3
9d63b72a-4763-4b4b-bcc9-e60167268a21	4	5	1	1	2	4	2	2	3	1	1	4	5	1	3	2	4	1	4	2	1	1
3167b4f3-a695-40a4-8f74-d79d65aa6fb1	4	2	2	4	1	5	5	5	3	4	4	4	2	2	4	1	5	5	5	3	4	4
e2904358-b63d-4a4a-ad8e-d33919b82a82	4	2	1	4	3	1	1	4	3	5	5	4	2	1	5	1	1	1	5	1	1	1
6b30beee-edb1-4a4e-b152-c32064bc9a6a	5	5	1	4	3	4	2	3	4	1	1	5	5	1	1	1	4	3	3	2	1	1
2c021bfb-43da-43ec-85cc-6d9342ccddba	5	1	1	5	1	1	1	5	2	1	1	5	1	1	5	1	1	1	5	2	3	3
73e7a83f-96f5-4953-8705-c3da0586d488	4	4	5	5	5	1	3	4	4	1	1	4	4	5	5	5	1	2	3	4	1	1
1f163b36-b92a-4df7-ad3f-365b1d051fa8	2	3	1	1	1	2	2	1	1	1	1	2	3	1	1	1	2	2	1	1	1	1
81a9c057-2215-459d-9545-d1752e159810	2	1	1	3	1	4	4	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1
27d21511-1c9d-4779-832d-46a4e236ac1f	5	4	2	5	2	4	4	5	5	3	5	5	4	4	5	3	5	4	5	5	4	5
26ff048c-0a71-4689-a932-e54fc6dabf0d	5	2	1	1	1	2	3	5	2	5	1	5	2	1	4	2	2	3	5	2	5	5
317837c1-fe44-44c6-a0ed-c2a7bdfb7200	2	1	1	4	4	3	3	4	4	4	4	5	3	3	5	5	3	3	4	3	4	4
507d7dcb-83c8-4204-8257-caa77d528adb	4	4	1	1	1	1	1	4	4	1	1	4	4	1	1	1	1	1	4	4	1	1
58178403-889e-4c37-9cbd-91fcfc7bd89d	5	1	1	3	5	2	1	5	1	1	1	5	1	1	3	3	1	1	5	1	1	1
99d6c9d3-da92-4bba-a164-629e5d745a9b	1	1	1	1	5	3	5	1	1	3	3	1	1	1	1	5	3	5	1	1	3	3
c2257220-4033-4a14-b73e-5256b139ec91	1	2	2	3	4	2	1	5	2	3	2	2	3	1	4	3	5	3	2	4	2	4
250ff395-e080-4d26-8fb6-b3bc3bd2708a	4	2	1	4	2	2	4	4	1	3	2	4	1	1	5	4	2	2	4	1	2	3
0c3e9e8d-6037-4dcb-b88c-8ddb035f3314	4	2	4	4	5	1	1	5	3	4	4	4	1	5	5	5	1	1	4	2	2	4
7bc7bd8e-368d-4ab9-b0bc-2c813fd8d0e5	5	3	2	3	4	5	5	4	3	2	2	4	3	3	4	4	5	5	4	3	2	2
87e36b4c-22ce-4bc6-94dd-259adeb57d8c	3	4	1	2	1	3	5	4	3	3	2	4	2	1	1	3	3	5	3	3	4	3
1d0a1eca-6706-41a3-ad41-4ca62c2a2fbe	5	1	1	5	1	1	1	5	1	5	5	5	1	1	5	1	1	1	5	1	5	4
bb36eca7-25cd-49fc-93b0-897ae7dc161f	4	4	3	1	3	4	1	2	2	1	1	4	4	3	1	3	4	1	2	2	1	1
f23cdd73-f10c-465b-ae18-b84ffec55778	2	1	1	3	4	4	4	2	1	3	3	2	1	1	3	5	5	5	2	1	3	2
32d69393-d921-4dca-908f-d5827013254c	2	2	1	1	1	2	2	3	2	1	1	3	3	2	4	3	3	3	3	3	1	1
abf1a151-a18e-493d-9915-2c2a28ea2e6a	5	1	1	1	2	1	3	5	1	2	2	5	1	1	4	4	1	4	5	1	2	2
783b836f-3c96-46d6-82d6-e67534729a95	5	5	1	1	1	5	1	5	5	1	1	5	5	2	3	3	5	1	5	5	2	2
d09c5fb1-ba1f-4470-9a69-05ffe1a68739	5	3	1	1	1	4	1	5	1	4	4	5	1	1	5	2	3	1	5	1	5	5
86c68f33-e319-49cd-9648-37f05cb8aa95	3	3	1	1	1	5	1	3	2	3	1	3	2	1	4	3	5	1	3	2	3	1
611fb718-f88a-4052-be7d-2c6ff4f78261	5	2	3	5	4	4	3	5	2	5	5	5	3	3	4	4	4	3	5	2	5	5
c490a168-5194-4f1b-b5a5-d26c5a1dfcde	4	3	1	1	1	1	1	2	4	1	1	4	3	4	5	4	1	1	2	3	1	1
9c5ede66-6b4c-45b4-a777-6b9cf1c3915f	4	2	1	4	3	5	5	5	3	3	3	4	2	1	4	3	5	5	5	3	3	3
2ce208d1-37ca-43de-bb09-c29693e20dc6	3	1	1	2	1	5	4	5	1	4	2	4	1	1	4	1	4	3	4	1	2	3
c13c6a91-330d-4b3f-8c70-ce17db3bb495	5	1	1	4	3	3	2	2	2	2	2	5	2	2	5	4	4	3	2	2	2	2
bfca2c79-33e1-4e57-8cf4-6af09062c27d	1	5	3	4	2	3	1	5	4	4	2	4	4	2	2	3	1	1	5	5	3	2
13109639-fd6e-44ca-b8f9-306577bca108	5	1	1	5	1	3	3	4	1	4	4	5	1	1	5	2	4	3	4	1	4	3
b23bc427-b5c7-484d-9ab2-fc25b4cf03a4	4	4	2	1	2	4	4	4	4	1	1	4	4	2	1	2	3	3	3	3	1	1
377bdd84-f37c-4fd1-923c-0697171dcaa7	4	1	1	1	2	2	4	5	2	2	3	5	1	1	4	2	4	2	5	1	3	3
d036d231-a793-41a0-85de-d9e1c6af5bc5	4	2	1	1	1	1	3	4	3	5	1	5	2	1	5	1	1	3	5	3	3	3
4778d564-8e77-45c0-82bd-c36279d7e823	5	3	1	5	4	1	1	5	5	5	2	5	3	2	5	3	1	1	5	5	5	2
c4332201-d7f3-447d-8abb-b95a338cf06c	5	3	1	3	2	4	4	2	2	3	3	5	2	1	2	2	3	3	3	2	3	3
7c7cda15-9a0e-4f68-a1e3-8e8ade6dd46b	1	1	1	4	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
ee85c491-84c0-4acf-a648-4370afe60f0b	4	2	1	1	2	4	3	4	4	1	1	2	2	1	1	2	3	3	1	1	2	2
6cdffccc-a00d-4320-ab88-64768f8265b1	1	5	1	1	3	2	2	1	5	1	1	1	5	1	4	3	2	2	4	5	1	1
3ab0a3c7-fc1a-494f-bb2f-cc33551d3997	1	1	1	1	3	5	4	1	1	1	1	1	1	3	3	3	5	4	1	2	1	1
7445b59f-0228-477d-a765-8f32ca9e9583	3	1	1	3	3	3	2	2	1	2	2	4	1	1	4	3	2	2	3	1	3	2
0137ac61-d62b-43fc-976a-88ceee3ef81f	3	5	3	1	2	3	1	3	4	1	1	4	5	2	1	2	3	1	3	4	1	1
f9aa455e-fd3e-4c03-9b71-c0c6654464bf	1	3	1	4	5	4	4	3	3	2	3	2	1	2	4	4	4	2	3	2	4	3
d8e02e6d-c932-4767-a46c-7e7f836ed6b3	3	1	1	3	1	2	2	4	1	1	1	4	1	1	3	3	2	2	4	1	1	1
a290aeb5-3cea-4cd4-b776-e1817422ce28	4	1	1	3	3	1	1	1	1	1	1	4	1	1	3	3	1	1	1	1	1	1
72a0f8df-8a7b-4180-b0d3-6cc3a4606740	5	1	1	5	4	2	4	4	1	4	3	4	2	2	5	4	3	4	4	2	3	3
7cc8ef05-e907-41b7-9fe6-6675f648e509	4	3	4	2	4	4	3	5	4	1	1	4	3	4	2	4	4	3	5	4	1	1
2786662f-f2d6-40dd-874a-e64ed55b83f2	5	3	1	4	3	3	2	5	2	3	4	5	3	1	5	4	3	2	1	1	4	4
6ddf97ac-5ca0-4a33-b599-bff5e220c4c6	3	1	1	2	1	2	4	1	1	5	5	5	1	1	1	1	2	2	3	1	5	5
94aa3fdf-13c3-46ac-a254-d69674943363	5	1	4	4	5	2	1	3	4	2	1	5	2	5	5	5	2	1	5	3	2	1
